,produto,preco,preco_antigo,descricao_produto,parcelas_sem_juros,frete_gratis,diferenca,desconto_porcento,media_desconto,mediana
102,"Fritadeira Air Fry Inox Bfr11pi 3,5 Litros Britânia 110v",359,689,"R$ 689
R$ 35990
47% OFF
10x R$ 3599 sem juros
Frete grátis
Fritadeira Air Fry Inox Bfr11pi 3,5 Litros Britânia 110v
por Mercado Livre",10,SIM,330,47.9,80.78,20.0
103,Kit 10 Cueca Boxer Algodão Sem Costura Box Atacado Zorba Box,158,199,"R$ 199
R$ 15899
20% OFF
Frete grátis
Kit 10 Cueca Boxer Algodão Sem Costura Box Atacado Zorba Box",0,SIM,41,20.6,80.78,20.0
104,Apple iPhone 13 Pro Max (128 GB) - Dourado,7669,8083,"R$ 8.083
R$ 7.669
5% OFF
12x R$ 63908 sem juros
Apple iPhone 13 Pro Max (128 GB) - Dourado
por Apple",12,NÃO,414,5.12,80.78,20.0
105,Detector De Metais Tianxun Md-4030 Prata Ouro Prova D'água,331,399,"OFERTA DO DIA
R$ 399
R$ 331
17% OFF
10x R$ 3310 sem juros
Frete grátis
Detector De Metais Tianxun Md-4030 Prata Ouro Prova D'água",10,SIM,68,17.04,80.78,20.0
106,Processador Expert Px1 Pro Limiter - Px1,256,298,"OFERTA DO DIA
R$ 298
R$ 25628
14% OFF
Frete grátis
Processador Expert Px1 Pro Limiter - Px1",0,SIM,42,14.09,80.78,20.0
107,Caixa De Som Portátil Bluetooth Altomex Tws 1000w +microfone,348,409,"OFERTA DO DIA
R$ 409
R$ 34841
15% OFF
10x R$ 3484 sem juros
Frete grátis
Caixa De Som Portátil Bluetooth Altomex Tws 1000w +microfone",10,SIM,61,14.91,80.78,20.0
108,Kit 5 Peças Bermuda Moletom Masculina 06 Cores Atacado,112,120,"OFERTA DO DIA
R$ 120
R$ 11280
6% OFF
Frete grátis
Kit 5 Peças Bermuda Moletom Masculina 06 Cores Atacado
por Ducam",0,SIM,8,6.67,80.78,20.0
109,Cadeira Giratória Gamer De Escritório Storm Target Tgt-01,529,839,"OFERTA DO DIA
R$ 839
R$ 52990
36% OFF
10x R$ 5299 sem juros
Frete grátis
Cadeira Giratória Gamer De Escritório Storm Target Tgt-01
por Estrela 10",10,SIM,310,36.95,80.78,20.0
110,Robô aspirador e passa pano Multilaser HO041 vermelho e preto 127V/220V,419,529,"R$ 529
R$ 41990
20% OFF
10x R$ 4199 sem juros
Frete grátis
Robô aspirador e passa pano Multilaser HO041 vermelho e preto 127V/220V
por 123 Comprou",10,SIM,110,20.79,80.78,20.0
111,Serra Tico Tico 3000 Gpm 500w + Lâmina Gyst500 Hammer,184,219,"OFERTA DO DIA
R$ 219
R$ 18490
15% OFF
6x R$ 3082 sem juros
Frete grátis
Serra Tico Tico 3000 Gpm 500w + Lâmina Gyst500 Hammer
por Casa das Serras",6,SIM,35,15.98,80.78,20.0
112,Jogo Lençol Casal Padrão 3pçs Box 200 Fios Toque Aveludado,47,54,"OFERTA DO DIA
R$ 54
R$ 4795
12% OFF
6x R$ 799 sem juros
Jogo Lençol Casal Padrão 3pçs Box 200 Fios Toque Aveludado",6,NÃO,7,12.96,80.78,20.0
113,Cozinha Compacta Madesa Emilly Pop Com Armário E Balcão,699,979,"R$ 979
R$ 69999
28% OFF
10x R$ 70 sem juros
5% OFF com Pix
Frete grátis
Cozinha Compacta Madesa Emilly Pop Com Armário E Balcão
por Madesa moveis",10,SIM,280,28.6,80.78,20.0
114,Kit 3 Camisetas Térmicas Masculina Segunda Pele Camisa Uv 50,117,129,"OFERTA DO DIA
R$ 129
R$ 11751
9% OFF
Frete grátis
Kit 3 Camisetas Térmicas Masculina Segunda Pele Camisa Uv 50
por Novastreet",0,SIM,12,9.3,80.78,20.0
115,"Notebook Positivo BGH Motion Q464C gray 14.1"", Intel Atom Z8350 4GB de RAM 64GB SSD, Intel HD Graphics 1366x768px Windows 10 Home",1469,1961,"R$ 1.961
R$ 1.469
25% OFF
10x R$ 14690 sem juros
Frete grátis
Notebook Positivo BGH Motion Q464C gray 14.1"", Intel Atom Z8350 4GB de RAM 64GB SSD, Intel HD Graphics 1366x768px Windows 10 Home
por Mercado Livre",10,SIM,492,25.09,80.78,20.0
116,Bota Caterpillar Original Coturno Cat Couro Legítimo Palmilh,103,109,"R$ 109
R$ 10330
6% OFF
Frete grátis
Bota Caterpillar Original Coturno Cat Couro Legítimo Palmilh",0,SIM,6,5.5,80.78,20.0
117,Kit 2 Super Jbl Tweeter Selenium St400 150w Rms Trioeletrico,375,417,"OFERTA DO DIA
R$ 417
R$ 37530
10% OFF
Frete grátis
Kit 2 Super Jbl Tweeter Selenium St400 150w Rms Trioeletrico",0,SIM,42,10.07,80.78,20.0
118,Babá Eletrônica Câmera Sem Fio Visão Noturna Lcd Digital 2p,347,385,"OFERTA DO DIA
R$ 385
R$ 34704
10% OFF
Frete grátis
Babá Eletrônica Câmera Sem Fio Visão Noturna Lcd Digital 2p",0,SIM,38,9.87,80.78,20.0
119,Mala Pequena De Bordo Londres 4 Rodas Swiss Move Rose,256,329,"OFERTA DO DIA
R$ 329
R$ 25688
22% OFF
8x R$ 3211 sem juros
Mala Pequena De Bordo Londres 4 Rodas Swiss Move Rose
por Ecomprei",8,NÃO,73,22.19,80.78,20.0
120,LG K41S Dual SIM 32 GB titânio 3 GB RAM,869,1299,"R$ 1.299
R$ 869
33% OFF
Frete grátis
LG K41S Dual SIM 32 GB titânio 3 GB RAM
por Mercado Livre",0,SIM,430,33.1,80.78,20.0
121,Cabideiro Arara Para Roupas 135cm Altura C/ Sapateira,186,209,"OFERTA DO DIA
R$ 209
R$ 18601
11% OFF
6x R$ 31 sem juros
Frete grátis
Cabideiro Arara Para Roupas 135cm Altura C/ Sapateira",6,SIM,23,11.0,80.78,20.0
122,"Resina Epoxi Incolor De Baixa Viscosidade Kit Com 1,5kg",205,235,"OFERTA DO DIA
R$ 235
R$ 20523
13% OFF
Frete grátis
Resina Epoxi Incolor De Baixa Viscosidade Kit Com 1,5kg",0,SIM,30,12.77,80.78,20.0
123,Kit Com 12 Cuecas Masculina Boxer Em Microfibra Rp,99,159,"R$ 159
R$ 9990
37% OFF
6x R$ 1665 sem juros
Frete grátis
44% vendido
Restam02:12:43
Kit Com 12 Cuecas Masculina Boxer Em Microfibra Rp
por Mercado Livre",6,SIM,60,37.74,80.78,20.0
124,Câmera Externa Ip Prova D'água Infravermelho Externa Wifi Hd,238,276,"R$ 276
R$ 23802
13% OFF
Frete grátis
Câmera Externa Ip Prova D'água Infravermelho Externa Wifi Hd",0,SIM,38,13.77,80.78,20.0
125,Kit 3 Maquina De Cabelo Wmark Ng108 Ng202 Ng987 Transparente,474,499,"OFERTA DO DIA
R$ 499
R$ 47499
5% OFF
Frete grátis
Kit 3 Maquina De Cabelo Wmark Ng108 Ng202 Ng987 Transparente",0,SIM,25,5.01,80.78,20.0
126,Kit 5 Calça Leg Suplex Feminina Lisa Cos Alto Moda Fitness,117,123,"OFERTA DO DIA
R$ 123
R$ 11770
5% OFF
Frete grátis
Kit 5 Calça Leg Suplex Feminina Lisa Cos Alto Moda Fitness",0,SIM,6,4.88,80.78,20.0
127,Carabina Espingarda De Pressão Cbc Jade 5.5 + Chumbinho,583,699,"R$ 699
R$ 58301
16% OFF
10x R$ 5830 sem juros
Frete grátis
Carabina Espingarda De Pressão Cbc Jade 5.5 + Chumbinho
por Tubarao Center",10,SIM,116,16.6,80.78,20.0
128,Tipo Boneca Bebê Baby Real Reborn Realista Bolsa + 28 Itens,206,229,"OFERTA DO DIA
R$ 229
R$ 20610
10% OFF
6x R$ 3435 sem juros
Frete grátis
Tipo Boneca Bebê Baby Real Reborn Realista Bolsa + 28 Itens",6,SIM,23,10.04,80.78,20.0
129,Fraldas Huggies Supreme Care Recém-Nascido RN 34 u,24,33,"R$ 33
R$ 2465
26% OFF
2% vendido
Restam01:12:43
Fraldas Huggies Supreme Care Recém-Nascido RN 34 u
por Mercado Livre",0,NÃO,9,27.27,80.78,20.0
130,Kenner Cushy Kivah Varias Cores Pronta Entrega,87,98,"OFERTA DO DIA
R$ 98
R$ 8722
11% OFF
6x R$ 1454 sem juros
Frete grátis
Kenner Cushy Kivah Varias Cores Pronta Entrega",6,SIM,11,11.22,80.78,20.0
131,Kit Bota Caterpillar Couro Original Chinelo Carteira Cinto,123,129,"R$ 129
R$ 12340
5% OFF
Frete grátis
Kit Bota Caterpillar Couro Original Chinelo Carteira Cinto",0,SIM,6,4.65,80.78,20.0
132,Combo Duplo Whey Protein + 2x Bcaa + 2x Creatina + Shaker,149,199,"R$ 199
R$ 14999
25% OFF
6x R$ 25 sem juros
Frete grátis
Combo Duplo Whey Protein + 2x Bcaa + 2x Creatina + Shaker
por Nutry Suplementos",6,SIM,50,25.13,80.78,20.0
133,Copo Térmico C/tampa Cerveja Chopp Inox Stanley Envio Hoje,212,239,"R$ 239
R$ 21271
11% OFF
Frete grátis
Copo Térmico C/tampa Cerveja Chopp Inox Stanley Envio Hoje",0,SIM,27,11.3,80.78,20.0
134,Serra Mármore Granit Concreto 1300w Vonder Tipo Makita C/kit,299,369,"R$ 369
R$ 299
19% OFF
Frete grátis
Serra Mármore Granit Concreto 1300w Vonder Tipo Makita C/kit",0,SIM,70,18.97,80.78,20.0
135,Talha Manual 1 Tonelada 1000 Kg Com Corrente 5 Metros Trato,395,465,"OFERTA DO DIA
R$ 465
R$ 39525
15% OFF
Frete grátis
Talha Manual 1 Tonelada 1000 Kg Com Corrente 5 Metros Trato",0,SIM,70,15.05,80.78,20.0
136,Pano De Prato Estampados Com 100 Peças,189,199,"OFERTA DO DIA
R$ 199
R$ 18990
5% OFF
6x R$ 3165 sem juros
Frete grátis
Pano De Prato Estampados Com 100 Peças",6,SIM,10,5.03,80.78,20.0
137,Fraldas Huggies Supreme Care XXG 26 u,29,57,"R$ 57
R$ 2969
48% OFF
5% vendido
Restam01:12:43
Fraldas Huggies Supreme Care XXG 26 u
por Mercado Livre",0,NÃO,28,49.12,80.78,20.0
138,Urso Teddy Bear Grande Gigante Pelúcia Macio 110cm Nacional,138,153,"OFERTA DO DIA
R$ 153
R$ 13851
10% OFF
Frete grátis
Urso Teddy Bear Grande Gigante Pelúcia Macio 110cm Nacional",0,SIM,15,9.8,80.78,20.0
139,Kit 10 Cueca Boxer Lupo Algodão Box Atacado Masculina Preta,197,253,"R$ 253
R$ 19796
22% OFF
Frete grátis
Kit 10 Cueca Boxer Lupo Algodão Box Atacado Masculina Preta",0,SIM,56,22.13,80.78,20.0
140,Kit Jogo De Ferramentas 175 Pcs C/ Soquetes Chaves Completo,168,198,"R$ 198
R$ 168
15% OFF
Frete grátis
Kit Jogo De Ferramentas 175 Pcs C/ Soquetes Chaves Completo
por Ismafer Ferramentas",0,SIM,30,15.15,80.78,20.0
141,Kit Com 10 Cuecas Boxer Algodão Sem Costura Zorba 781,166,176,"R$ 176
R$ 16699
5% OFF
Frete grátis
Kit Com 10 Cuecas Boxer Algodão Sem Costura Zorba 781
por Usee Brasil",0,SIM,10,5.68,80.78,20.0
142,Câmera 3 Antenas Ip Onvif Wifi Wireless Robô Visão Noturna,132,153,"R$ 153
R$ 13224
14% OFF
Frete grátis
Câmera 3 Antenas Ip Onvif Wifi Wireless Robô Visão Noturna",0,SIM,21,13.73,80.78,20.0
143,Parafusadeira Furadeira Bateria 12v Bivolt Pfv 012 Vonder,235,259,"R$ 259
R$ 23590
9% OFF
Frete grátis
Parafusadeira Furadeira Bateria 12v Bivolt Pfv 012 Vonder
por Palacio das Ferramentas",0,SIM,24,9.27,80.78,20.0
144,Kit Absolut Repair Shampoo+máscara+óleo Loréal Professionnel,187,449,"R$ 449
R$ 18742
58% OFF
6x R$ 3124 sem juros
Frete grátis
Kit Absolut Repair Shampoo+máscara+óleo Loréal Professionnel
por LOreal Professionnel",6,SIM,262,58.35,80.78,20.0
145,Kit 5 Lençóis Casal Padrão Elástico + 10 Fronhas Cama Box,123,129,"OFERTA DO DIA
R$ 129
R$ 12340
5% OFF
6x R$ 2057 sem juros
Frete grátis
Kit 5 Lençóis Casal Padrão Elástico + 10 Fronhas Cama Box",6,SIM,6,4.65,80.78,20.0
146,Alto-falante Philco Go PBS25BT portátil com bluetooth preto 110V/220V,149,199,"R$ 199
R$ 149
25% OFF
Frete grátis
Alto-falante Philco Go PBS25BT portátil com bluetooth preto 110V/220V
por Mercado Livre",0,SIM,50,25.13,80.78,20.0
147,Puff Cama Gigante Redondo Suede 120x50 Com Enchimento Sala,281,299,"OFERTA DO DIA
R$ 299
R$ 28138
6% OFF
9x R$ 3126 sem juros
5% OFF com Pix
Frete grátis
Puff Cama Gigante Redondo Suede 120x50 Com Enchimento Sala",9,SIM,18,6.02,80.78,20.0
148,Pistola Elétrica Pulverizadora De Pintura Hlvp Compressor,208,229,"OFERTA DO DIA
R$ 229
R$ 20839
9% OFF
6x R$ 3473 sem juros
Frete grátis
Pistola Elétrica Pulverizadora De Pintura Hlvp Compressor",6,SIM,21,9.17,80.78,20.0
149,Kit 10 Cuecas Slip Tradicional Algodão Cotton Original Mash,128,182,"OFERTA DO DIA
R$ 182
R$ 128
30% OFF
Frete grátis
Kit 10 Cuecas Slip Tradicional Algodão Cotton Original Mash
por Mash",0,SIM,54,29.67,80.78,20.0
150,Parafusadeira Furadeira 21v Bivolt 2 Baterias Profissional,328,498,"R$ 498
R$ 328
34% OFF
Frete grátis
Parafusadeira Furadeira 21v Bivolt 2 Baterias Profissional
por Ismafer Ferramentas",0,SIM,170,34.14,80.78,20.0
151,Kit 6 Cuecas Slip Masculina Cueca Box Algodão Cotton Mash,70,78,"OFERTA DO DIA
R$ 78
R$ 7072
10% OFF
Kit 6 Cuecas Slip Masculina Cueca Box Algodão Cotton Mash
por Mash",0,NÃO,8,10.26,80.78,20.0
152,Gabinete Banheiro Creta 60 Armário + Cuba + Espelho,434,499,"OFERTA DO DIA
R$ 499
R$ 43413
13% OFF
10x R$ 4341 sem juros
Frete grátis
Gabinete Banheiro Creta 60 Armário + Cuba + Espelho",10,SIM,65,13.03,80.78,20.0
153,Kit 5 Camisetas Masculinas Slim Fit Básicas Algodão Premium,113,119,"R$ 119
R$ 113
5% OFF
Frete grátis
Kit 5 Camisetas Masculinas Slim Fit Básicas Algodão Premium",0,SIM,6,5.04,80.78,20.0
154,Bailarina Com Rolamento Duplo Rosa - Original,134,149,"OFERTA DO DIA
R$ 149
R$ 13410
10% OFF
6x R$ 2235 sem juros
Frete grátis
Bailarina Com Rolamento Duplo Rosa - Original",6,SIM,15,10.07,80.78,20.0
155,Kit 3 Calças Jeans Masculina Três Modelos Linha Premium,138,156,"R$ 156
R$ 13814
12% OFF
6x R$ 2302 sem juros
Frete grátis
Kit 3 Calças Jeans Masculina Três Modelos Linha Premium",6,SIM,18,11.54,80.78,20.0
156,Azeite de Oliva Extra Virgem Português Andorinha Clássicos Vidro 500ml,23,29,"R$ 29
R$ 2389
20% OFF
Azeite de Oliva Extra Virgem Português Andorinha Clássicos Vidro 500ml
por Azeites Andorinha",0,NÃO,6,20.69,80.78,20.0
157,Purificador Ibbl E-due Equilibrium Água Natural E Gelada,539,599,"R$ 599
R$ 53990
10% OFF
10x R$ 5399 sem juros
Frete grátis
Purificador Ibbl E-due Equilibrium Água Natural E Gelada
por H2O Purificadores",10,SIM,60,10.02,80.78,20.0
158,Mochila Red Bull Camelbak Hidratação C/ Bolsa D'água 2 L,187,199,"OFERTA DO DIA
R$ 199
R$ 18790
6% OFF
6x R$ 3132 sem juros
Frete grátis
Mochila Red Bull Camelbak Hidratação C/ Bolsa D'água 2 L
por Oh My Bag",6,SIM,12,6.03,80.78,20.0
159,Copo Stanley 473ml Termico Aço Inox C/ Tampa E Abridor Nf-e,243,289,"OFERTA DO DIA
R$ 289
R$ 24359
16% OFF
Frete grátis
Copo Stanley 473ml Termico Aço Inox C/ Tampa E Abridor Nf-e",0,SIM,46,15.92,80.78,20.0
160,Jaqueta Overshirt Masculina Em Sarja De Algodão Hering,103,259,"R$ 259
R$ 10399
60% OFF
6x R$ 1733 sem juros
Frete grátis
Jaqueta Overshirt Masculina Em Sarja De Algodão Hering
por Hering",6,SIM,156,60.23,80.78,20.0
161,Aspirador de pó Philco Multi Clean PAS1300 650ml vermelho 127V,189,299,"R$ 299
R$ 18990
36% OFF
Frete grátis
Aspirador de pó Philco Multi Clean PAS1300 650ml vermelho 127V
por Mercado Livre",0,SIM,110,36.79,80.78,20.0
162,Liquidificador portátil Britânia Turbo BLQ970 2.6 L preto com jarra de acrílico 127V,109,184,"R$ 184
R$ 10990
40% OFF
Frete grátis
Liquidificador portátil Britânia Turbo BLQ970 2.6 L preto com jarra de acrílico 127V
por Mercado Livre",0,SIM,75,40.76,80.78,20.0
163,Positivo Twist 4 S514 Dual SIM 64 GB preto 1 GB RAM,419,699,"R$ 699
R$ 41990
40% OFF
Frete grátis
Positivo Twist 4 S514 Dual SIM 64 GB preto 1 GB RAM
por VIKING",0,SIM,280,40.06,80.78,20.0
164,Camera Segurança Smart Ip Wifi Icsee Robozinho Full Hd,211,249,"OFERTA DO DIA
R$ 249
R$ 21165
15% OFF
Frete grátis
Camera Segurança Smart Ip Wifi Icsee Robozinho Full Hd",0,SIM,38,15.26,80.78,20.0
165,Kit Bolsas Variadas Modelos Grande Media Pequena Willibags,169,189,"OFERTA DO DIA
R$ 189
R$ 16901
11% OFF
6x R$ 2817 sem juros
Frete grátis
Kit Bolsas Variadas Modelos Grande Media Pequena Willibags",6,SIM,20,10.58,80.78,20.0
166,Calças Jeans Camuflada Masculina Jogger Com Punho Elastico,51,56,"OFERTA DO DIA
R$ 56
R$ 5121
10% OFF
Calças Jeans Camuflada Masculina Jogger Com Punho Elastico",0,NÃO,5,8.93,80.78,20.0
167,Capa Para Carro Impermeável Proteção Anti Raios Uv Sol Chuva,89,99,"OFERTA DO DIA
R$ 99
R$ 8910
10% OFF
6x R$ 1485 sem juros
Frete grátis
Capa Para Carro Impermeável Proteção Anti Raios Uv Sol Chuva",6,SIM,10,10.1,80.78,20.0
168,Amazon Echo Dot 4th Gen com assistente virtual Alexa charcoal 110V/240V,317,369,"R$ 369
R$ 31734
14% OFF
Frete grátis
Amazon Echo Dot 4th Gen com assistente virtual Alexa charcoal 110V/240V",0,SIM,52,14.09,80.78,20.0
169,Samsung Galaxy A32 Dual SIM 128 GB azul 4 GB RAM,1571,2399,"R$ 2.399
R$ 1.571
34% OFF
12x R$ 13092 sem juros
Frete grátis
Samsung Galaxy A32 Dual SIM 128 GB azul 4 GB RAM
por Mercado Livre",12,SIM,828,34.51,80.78,20.0
170,Cpu Pc Gamer Barato Computador Completo Placa Video 2gb,1656,1799,"OFERTA DO DIA
R$ 1.799
R$ 1.656
8% OFF
Frete grátis
Cpu Pc Gamer Barato Computador Completo Placa Video 2gb",0,SIM,143,7.95,80.78,20.0
171,Torneira De Banheiro Torneira Cascata Baixa Quadrada Monocom,189,215,"OFERTA DO DIA
R$ 215
R$ 18920
12% OFF
Frete grátis
Torneira De Banheiro Torneira Cascata Baixa Quadrada Monocom",0,SIM,26,12.09,80.78,20.0
172,Kit Máquina Babyliss Gold Fx Collection Shaver + Acabamento,1591,1729,"OFERTA DO DIA
R$ 1.729
R$ 1.591
8% OFF
12x R$ 13256 sem juros
Frete grátis
Kit Máquina Babyliss Gold Fx Collection Shaver + Acabamento",12,SIM,138,7.98,80.78,20.0
173,"Tapete 2,50 X 2,00 Pelos Altos Felpo Felpudo Pra Sala Quarto",165,187,"R$ 187
R$ 16535
12% OFF
Frete grátis
Tapete 2,50 X 2,00 Pelos Altos Felpo Felpudo Pra Sala Quarto",0,SIM,22,11.76,80.78,20.0
174,Floreira Vertical Suporte De Jarros Plantas Horta Varanda,89,99,"OFERTA DO DIA
R$ 99
R$ 8910
10% OFF
Frete grátis
Floreira Vertical Suporte De Jarros Plantas Horta Varanda",0,SIM,10,10.1,80.78,20.0
175,Samsung Galaxy M12 (5000 mAh) Dual SIM 64 GB preto 4 GB RAM,1076,1599,"R$ 1.599
R$ 1.076
32% OFF
10x R$ 10760 sem juros
Frete grátis
Samsung Galaxy M12 (5000 mAh) Dual SIM 64 GB preto 4 GB RAM
por Mercado Livre",10,SIM,523,32.71,80.78,20.0
176,Kit 4 Cabos Rca 1 Metro Tech One Blindado Vermelho,64,71,"OFERTA DO DIA
R$ 71
R$ 6471
10% OFF
Kit 4 Cabos Rca 1 Metro Tech One Blindado Vermelho
por Auto Equip",0,NÃO,7,9.86,80.78,20.0
177,Mesa Para Computador Gamer Madesa 9409 - Preto,289,389,"R$ 389
R$ 289
25% OFF
9x R$ 3211 sem juros
5% OFF com Pix
Frete grátis
Mesa Para Computador Gamer Madesa 9409 - Preto
por Madesa moveis",9,SIM,100,25.71,80.78,20.0
178,Depurador de Cozinha Suggar Slim aço inoxidável de parede 60cm x 8.5cm x 48cm preto 127V,299,379,"OFERTA DO DIA
R$ 379
R$ 299
21% OFF
Frete grátis
Depurador de Cozinha Suggar Slim aço inoxidável de parede 60cm x 8.5cm x 48cm preto 127V
por Mercado Livre",0,SIM,80,21.11,80.78,20.0
179,Carabina Espingarda De Pressão Cbc New Jade 5.5+kit Completo,782,939,"R$ 939
R$ 78293
16% OFF
10x R$ 7829 sem juros
Frete grátis
Carabina Espingarda De Pressão Cbc New Jade 5.5+kit Completo
por Tubarao Center",10,SIM,157,16.72,80.78,20.0
180,"Kit 3 Sapatenis + Carteira, Cinto, Relógio E Boné De Brinde",159,179,"R$ 179
R$ 15999
11% OFF
Frete grátis
Kit 3 Sapatenis + Carteira, Cinto, Relógio E Boné De Brinde",0,SIM,20,11.17,80.78,20.0
181,Moto G30 Dual SIM 128 GB white lilac 4 GB RAM,1699,1899,"R$ 1.899
R$ 1.699
10% OFF
12x R$ 14158 sem juros
Frete grátis
Moto G30 Dual SIM 128 GB white lilac 4 GB RAM
por Mercado Livre",12,SIM,200,10.53,80.78,20.0
182,Jogo De Ferramentas Kit 129 Peças C/ Maleta + 40 Peças,148,169,"R$ 169
R$ 148
12% OFF
Frete grátis
Jogo De Ferramentas Kit 129 Peças C/ Maleta + 40 Peças
por Ismafer Ferramentas",0,SIM,21,12.43,80.78,20.0
183,Mop Lava E Seca Flat Multiuso Vertical + Refil Extra Rayco,52,59,"OFERTA DO DIA
R$ 59
R$ 5271
12% OFF
6x R$ 879 sem juros
Mop Lava E Seca Flat Multiuso Vertical + Refil Extra Rayco
por Casa das Serras",6,NÃO,7,11.86,80.78,20.0
184,Massageador Pés E Pernas Bivolt Foot Massager Profissional,715,795,"OFERTA DO DIA
R$ 795
R$ 71550
10% OFF
Frete grátis
Massageador Pés E Pernas Bivolt Foot Massager Profissional
por Relaxshop",0,SIM,80,10.06,80.78,20.0
185,Kit 3 Pares Tênis Sapato Polo Energy Sapatenis Masculino Top,170,187,"OFERTA DO DIA
R$ 187
R$ 17017
9% OFF
Frete grátis
Kit 3 Pares Tênis Sapato Polo Energy Sapatenis Masculino Top",0,SIM,17,9.09,80.78,20.0
186,Samsung Galaxy A22 Dual SIM 128 GB verde 4 GB RAM,1449,1899,"R$ 1.899
R$ 1.449
23% OFF
10x R$ 14490 sem juros
Frete grátis
Samsung Galaxy A22 Dual SIM 128 GB verde 4 GB RAM
por Mercado Livre",10,SIM,450,23.7,80.78,20.0
187,Fio Cabo Flexível 6mm 100 Metros Sil Cores,529,592,"R$ 592
R$ 52990
10% OFF
10x R$ 5299 sem juros
Frete grátis
Fio Cabo Flexível 6mm 100 Metros Sil Cores
por Casa e Garagem",10,SIM,63,10.64,80.78,20.0
188,Relógio Smartwatch Android Ios Inteligente D20 Bluetooth Nfe,72,97,"OFERTA DO DIA
R$ 97
R$ 7244
26% OFF
6x R$ 1207 sem juros
Relógio Smartwatch Android Ios Inteligente D20 Bluetooth Nfe",6,NÃO,25,25.77,80.78,20.0
189,Kit 3 Bermudas Jeans Masculina Lycra Elastano,124,132,"OFERTA DO DIA
R$ 132
R$ 12492
6% OFF
Frete grátis
Kit 3 Bermudas Jeans Masculina Lycra Elastano",0,SIM,8,6.06,80.78,20.0
190,"Progressiva Organica 100% Liso, Soul Care Profissional",101,119,"OFERTA DO DIA
R$ 119
R$ 10191
15% OFF
6x R$ 1699 sem juros
Frete grátis
Progressiva Organica 100% Liso, Soul Care Profissional",6,SIM,18,15.13,80.78,20.0
191,Termômetro Digital Febre Infravermelho Laser Alta Precisão,58,68,"OFERTA DO DIA
R$ 68
R$ 5856
15% OFF
Termômetro Digital Febre Infravermelho Laser Alta Precisão",0,NÃO,10,14.71,80.78,20.0
192,Truss Uso Obrigatório Reconstrutor 260ml,78,118,"R$ 118
R$ 7847
34% OFF
Frete grátis
Truss Uso Obrigatório Reconstrutor 260ml",0,SIM,40,33.9,80.78,20.0
193,Câmera Segurança Ip Wifi Auto Tracking Audio Infravermelho,224,269,"R$ 269
R$ 224
17% OFF
Frete grátis
Câmera Segurança Ip Wifi Auto Tracking Audio Infravermelho",0,SIM,45,16.73,80.78,20.0
194,30 Produtos = Shampoo Condicionador Mascara Capilar Cabelo,146,156,"OFERTA DO DIA
R$ 156
R$ 14664
6% OFF
Frete grátis
30 Produtos = Shampoo Condicionador Mascara Capilar Cabelo",0,SIM,10,6.41,80.78,20.0
195,Moto E6i Dual SIM 32 GB cinza-titanium 2 GB RAM,739,1099,"R$ 1.099
R$ 739
32% OFF
Frete grátis
Moto E6i Dual SIM 32 GB cinza-titanium 2 GB RAM
por Mercado Livre",0,SIM,360,32.76,80.78,20.0
196,Jogo De Ferramentas Kit 200 Peças C/ Maleta Titanium + 40pcs,87,116,"R$ 116
R$ 87
25% OFF
12x R$ 725 sem juros
Frete grátis
Jogo De Ferramentas Kit 200 Peças C/ Maleta Titanium + 40pcs
por Casa das Serras",12,SIM,29,25.0,80.78,20.0
197,Smart Tv 42'' Led Fhd Ptv42g52 Com Roku Dolby Áudio Philco,1899,2199,"R$ 2.199
R$ 1.899
13% OFF
12x R$ 15825 sem juros
Frete grátis
Smart Tv 42'' Led Fhd Ptv42g52 Com Roku Dolby Áudio Philco
por Mercado Livre",12,SIM,300,13.64,80.78,20.0
198,5 Conjunto Infantil Menina Roupas Crianças Feminino Verão,119,149,"OFERTA DO DIA
R$ 149
R$ 11992
20% OFF
12x R$ 999 sem juros
Frete grátis
5 Conjunto Infantil Menina Roupas Crianças Feminino Verão
por Mega Kids",12,SIM,30,20.13,80.78,20.0
199,"Som automotivo First Option 5566SE com USB, bluetooth e leitor de cartão SD",92,199,"R$ 199
R$ 92
53% OFF
Frete grátis
Som automotivo First Option 5566SE com USB, bluetooth e leitor de cartão SD
por Big Parts",0,SIM,107,53.77,80.78,20.0
200,Torneira Gourmet Pia Cozinha De Parede Alta Qualidade,68,74,"OFERTA DO DIA
R$ 74
R$ 6897
8% OFF
Torneira Gourmet Pia Cozinha De Parede Alta Qualidade",0,NÃO,6,8.11,80.78,20.0
201,Micro-ondas Consul CMS45A branco 32L 127V,639,1019,"R$ 1.019
R$ 639
37% OFF
12x R$ 5325 sem juros
Frete grátis
46% vendido
Restam02:12:35
Micro-ondas Consul CMS45A branco 32L 127V
por Mercado Livre",12,SIM,380,37.29,80.78,20.0
202,Liquidificador portátil Mondial Turbo Power L-99 2.2 L vermelho com jarra de san 220V,119,139,"R$ 139
R$ 11990
14% OFF
Frete grátis
Liquidificador portátil Mondial Turbo Power L-99 2.2 L vermelho com jarra de san 220V
por Mercado Livre",0,SIM,20,14.39,80.78,20.0
203,Kit 10 Painel Plafon Led 18w Quadrado Embutir Luminária,232,299,"R$ 299
R$ 232
22% OFF
Frete grátis
Kit 10 Painel Plafon Led 18w Quadrado Embutir Luminária
por Ismafer Ferramentas",0,SIM,67,22.41,80.78,20.0
